"","Id","EventId","EventMonth","Paid","PayInd","OpenInd"
"50225",30285,1,75,1327,1,0
"50226",30286,1,77,3244,1,0
"50227",30287,1,88,2764,1,0
"50228",30288,1,86,6785,1,0
"50229",30289,1,79,1007,1,0
"50230",30290,1,70,132249,1,1
"50231",30290,2,73,92983,1,0
"50232",30291,1,87,2656,1,0
"50233",30292,1,70,1885,1,1
"50234",30292,2,77,2000,1,0
"50235",30293,1,68,480,1,1
"50236",30293,2,71,403,1,0
"50237",30294,1,67,2429,1,1
"50238",30294,2,69,2334,1,1
"50239",30294,3,72,2574,1,1
"50240",30294,4,74,0,0,0
"50241",30295,1,90,2118,1,0
"50242",30296,1,67,1135,1,1
"50243",30296,2,71,1069,1,0
"50244",30297,1,73,2145,1,0
"50245",30298,1,92,8876,1,0
"50246",30299,1,70,1000,1,0
"50247",30300,1,70,1607,1,0
"50248",30301,1,98,5000,1,0
"50249",30303,1,66,2602,1,1
"50250",30303,2,69,2358,1,1
"50251",30303,3,70,62449,1,1
"50252",30303,4,71,4393,1,0
"50253",30304,1,79,19448,1,1
"50254",30304,2,86,20449,1,1
"50255",30304,3,94,22533,1,0
"50256",30308,1,66,222,1,0
"50257",30309,1,78,1276,1,1
"50258",30309,2,89,1266,1,1
"50259",30309,3,97,1035,1,0
"50260",30310,1,66,574,1,0
"50261",30311,1,74,10754,1,1
"50262",30311,2,94,13797,1,0
"50263",30313,1,67,1240,1,0
"50264",30314,1,69,777,1,0
"50265",30315,1,78,2210,1,0
"50266",30316,1,95,2490,1,0
"50267",30317,1,74,1771,1,1
"50268",30317,2,81,2000,1,1
"50269",30317,3,89,1438,1,0
"50270",30318,1,69,5712,1,1
"50271",30318,2,74,6235,1,0
"50272",30319,1,77,1012,1,0
"50273",30320,1,70,1455,1,1
"50274",30320,2,74,2000,1,0
"50275",30322,1,69,2044,1,0
"50276",30323,1,68,560,1,0
"50277",30324,1,76,3718,1,0
"50278",30325,1,105,7770,1,0
"50279",30326,1,80,2448,1,0
"50280",30327,1,75,5750,1,1
"50281",30327,2,86,6231,1,0
"50282",30328,1,68,610,1,0
"50283",30329,1,66,1070,1,0
"50284",30331,1,71,1882,1,1
"50285",30331,2,79,2160,1,1
"50286",30331,3,82,2000,1,0
"50287",30333,1,79,9535,1,0
"50288",30334,1,70,1267,1,0
"50289",30335,1,75,739,1,0
"50290",30336,1,74,23331,1,1
"50291",30336,2,78,30655,1,0
"50292",30337,1,69,13901,1,1
"50293",30337,2,73,13083,1,0
"50294",30338,1,73,6671,1,1
"50295",30338,2,85,6773,1,0
"50296",30339,1,68,8483,1,1
"50297",30339,2,71,9489,1,0
"50298",30340,1,71,1560,1,1
"50299",30340,2,76,1389,1,0
"50300",30341,1,73,9461,1,0
"50301",30342,1,70,2324,1,0
"50302",30343,1,73,3000,1,0
"50303",30344,1,70,5742,1,1
"50304",30344,2,83,4542,1,1
"50305",30344,3,89,5018,1,0
"50306",30345,1,70,1000,1,0
"50307",30346,1,69,544,1,1
"50308",30346,2,77,632,1,0
"50309",30347,1,71,1486,1,1
"50310",30347,2,78,1762,1,1
"50311",30347,3,86,-2424,0,1
"50312",30347,4,89,1607,1,0
"50313",30348,1,67,297,1,0
"50314",30349,1,90,10507,1,0
"50315",30350,1,72,1023,1,1
"50316",30350,2,77,1000,1,1
"50317",30350,3,84,12725,1,1
"50318",30350,4,85,1243,1,1
"50319",30350,5,86,0,0,0
"50320",30351,1,77,3071,1,0
"50321",30352,1,73,850,1,0
"50322",30353,1,77,3763,1,0
"50323",30354,1,94,7286,1,0
"50324",30355,1,83,23358,1,1
"50325",30355,2,111,22550,1,0
"50326",30356,1,70,1516,1,1
"50327",30356,2,76,1549,1,0
"50328",30357,1,74,11089,1,1
"50329",30357,2,83,11555,1,0
"50330",30358,1,81,5881,1,0
"50331",30359,1,77,2000,1,0
"50332",30360,1,70,5648,1,0
"50333",30361,1,70,4514,1,1
"50334",30361,2,75,3954,1,0
"50335",30362,1,85,8261,1,0
"50336",30363,1,69,3099,1,1
"50337",30363,2,73,3000,1,0
"50338",30364,1,81,4468,1,0
"50339",30365,1,80,1593,1,1
"50340",30365,2,90,2607,1,0
"50341",30366,1,67,413,1,0
"50342",30367,1,67,3005,1,0
"50343",30368,1,74,2726,1,0
"50344",30369,1,97,6083,1,0
"50345",30370,1,72,4477,1,1
"50346",30370,2,77,4233,1,0
"50347",30371,1,72,5228,1,0
"50348",30372,1,96,8484,1,0
"50349",30373,1,72,2000,1,1
"50350",30373,2,76,1282,1,1
"50351",30373,3,81,1603,1,0
"50352",30374,1,66,553,1,0
"50353",30375,1,83,4251,1,0
"50354",30376,1,70,4627,1,0
"50355",30377,1,65,101041,1,0
"50356",30380,1,67,680,1,0
"50357",30381,1,73,1000,1,0
"50358",30382,1,78,5045,1,0
"50359",30383,1,71,1678,1,0
"50360",30384,1,79,2702,1,0
"50361",30385,1,69,6145,1,1
"50362",30385,2,72,5301,1,0
"50363",30386,1,95,5148,1,0
"50364",30387,1,73,2093,1,0
"50365",30388,1,79,5949,1,0
"50366",30389,1,73,4403,1,0
"50367",30390,1,72,1000,1,1
"50368",30390,2,80,737,1,0
"50369",30391,1,69,6678,1,1
"50370",30391,2,73,8983,1,0
"50371",30392,1,70,1000,1,1
"50372",30392,2,72,1000,1,0
"50373",30393,1,68,359,1,0
"50374",30394,1,68,1141,1,1
"50375",30394,2,70,928,1,0
"50376",30395,1,68,5363,1,0
"50377",30396,1,71,1343,1,0
"50378",30397,1,67,1000,1,0
"50379",30398,1,71,4951,1,1
"50380",30398,2,76,4601,1,0
"50381",30400,1,71,704,1,0
"50382",30401,1,70,641,1,0
"50383",30402,1,68,289,1,1
"50384",30402,2,71,272,1,0
"50385",30403,1,67,407,1,0
"50386",30404,1,84,74812,1,1
"50387",30404,2,93,93955,1,0
"50388",30405,1,88,6112,1,0
"50389",30406,1,80,1476,1,0
"50390",30407,1,66,1443,1,1
"50391",30407,2,67,1373,1,1
"50392",30407,3,69,1349,1,0
"50393",30408,1,77,677,1,0
"50394",30409,1,71,1706,1,0
"50395",30410,1,68,335,1,0
"50396",30412,1,74,3928,1,1
"50397",30412,2,82,3938,1,0
"50398",30413,1,75,3289,1,1
"50399",30413,2,90,2891,1,1
"50400",30413,3,102,3410,1,0
"50401",30414,1,88,3354,1,0
"50402",30415,1,77,8744,1,0
"50403",30416,1,76,6716,1,1
"50404",30416,2,85,6173,1,0
"50405",30417,1,68,420,1,0
"50406",30418,1,66,5607,1,0
"50407",30419,1,67,2602,1,1
"50408",30419,2,77,2764,1,0
"50409",30420,1,69,1303,1,1
"50410",30420,2,74,1596,1,1
"50411",30420,3,78,1277,1,1
"50412",30420,4,81,1409,1,1
"50413",30420,5,83,55365,1,1
"50414",30420,6,84,6841,1,0
"50415",30421,1,68,1746,1,1
"50416",30421,2,72,1930,1,1
"50417",30421,3,73,2128,1,1
"50418",30421,4,75,0,0,0
"50419",30422,1,65,101,1,0
"50420",30423,1,66,67,1,0
"50421",30424,1,67,78,1,0
"50422",30425,1,86,3307,1,0
"50423",30426,1,116,10650,1,0
"50424",30427,1,71,3007,1,0
"50425",30428,1,82,8857,1,0
"50426",30429,1,69,1275,1,1
"50427",30429,2,73,1533,1,1
"50428",30429,3,76,1464,1,0
"50429",30430,1,71,26133,1,1
"50430",30430,2,81,26409,1,0
"50431",30431,1,72,6203,1,0
"50432",30432,1,76,1151,1,0
"50433",30433,1,71,1137,1,1
"50434",30433,2,79,1216,1,1
"50435",30433,3,85,1375,1,1
"50436",30433,4,88,-1765,0,0
"50437",30435,1,75,4626,1,1
"50438",30435,2,81,4145,1,0
"50439",30436,1,68,1446,1,1
"50440",30436,2,76,1467,1,1
"50441",30436,3,79,1468,1,0
"50442",30437,1,71,3470,1,0
"50443",30438,1,76,5162,1,0
"50444",30439,1,67,1433,1,1
"50445",30439,2,69,1391,1,1
"50446",30439,3,73,20894,1,1
"50447",30439,4,74,3106,1,1
"50448",30439,5,79,0,0,0
"50449",30439,6,85,0,0,1
"50450",30439,7,87,4972,1,0
"50451",30440,1,96,6787,1,0
"50452",30441,1,73,2425,1,0
"50453",30442,1,66,483,1,0
"50454",30443,1,66,141,1,1
"50455",30443,2,67,218,1,0
"50456",30444,1,71,1593,1,1
"50457",30444,2,72,1655,1,1
"50458",30444,3,76,1685,1,0
"50459",30445,1,76,2567,1,0
"50460",30446,1,66,113,1,0
"50461",30447,1,72,2000,1,0
"50462",30448,1,83,1490,1,0
"50463",30449,1,72,9302,1,1
"50464",30449,2,83,8402,1,0
"50465",30450,1,78,8819,1,0
"50466",30451,1,70,1325,1,0
"50467",30452,1,84,3745,1,0
"50468",30453,1,88,6074,1,1
"50469",30453,2,104,6320,1,0
"50470",30454,1,77,2064,1,1
"50471",30454,2,96,2646,1,1
"50472",30454,3,104,2787,1,1
"50473",30454,4,108,0,0,0
"50474",30455,1,75,13833,1,1
"50475",30455,2,88,12847,1,1
"50476",30455,3,97,13764,1,1
"50477",30455,4,99,0,0,0
"50478",30456,1,74,11408,1,1
"50479",30456,2,87,9597,1,0
"50480",30457,1,82,3828,1,0
"50481",30459,1,67,568,1,1
"50482",30459,2,70,717,1,0
"50483",30460,1,82,3245,1,0
"50484",30461,1,69,700,1,1
"50485",30461,2,76,764,1,0
"50486",30462,1,67,266,1,1
"50487",30462,2,69,321,1,0
"50488",30463,1,86,5000,1,0
"50489",30465,1,81,3175,1,0
"50490",30466,1,73,8786,1,0
"50491",30467,1,73,5000,1,1
"50492",30467,2,81,4740,1,0
"50493",30468,1,67,1491,1,1
"50494",30468,2,70,1537,1,1
"50495",30468,3,72,1578,1,0
"50496",30469,1,83,1646,1,1
"50497",30469,2,91,2000,1,1
"50498",30469,3,100,1638,1,0
"50499",30470,1,67,2119,1,1
"50500",30470,2,71,1777,1,1
"50501",30470,3,75,13168,1,1
"50502",30470,4,76,1186,1,0
"50503",30471,1,66,1745,1,1
"50504",30471,2,68,2000,1,1
"50505",30471,3,71,2669,1,1
"50506",30471,4,76,0,0,0
"50507",30472,1,78,1647,1,1
"50508",30472,2,90,2000,1,0
"50509",30473,1,66,125,1,0
"50510",30474,1,71,745,1,0
"50511",30475,1,65,136,1,1
"50512",30475,2,66,134,1,0
"50513",30477,1,68,1596,1,0
"50514",30478,1,67,751,1,0
"50515",30479,1,70,583,1,0
"50516",30480,1,71,1724,1,0
"50517",30482,1,90,5121,1,0
"50518",30483,1,68,1487,1,0
"50519",30484,1,68,1014,1,0
"50520",30485,1,70,1956,1,1
"50521",30485,2,77,2740,1,1
"50522",30485,3,83,2175,1,1
"50523",30485,4,88,0,0,0
"50524",30486,1,67,1690,1,1
"50525",30486,2,74,1921,1,1
"50526",30486,3,82,1753,1,0
"50527",30487,1,67,454,1,0
"50528",30488,1,97,3713,1,0
"50529",30489,1,68,765,1,0
"50530",30490,1,71,2675,1,1
"50531",30490,2,74,2319,1,1
"50532",30490,3,83,2520,1,0
"50533",30492,1,76,3576,1,0
"50534",30493,1,67,1240,1,0
"50535",30494,1,66,455,1,1
"50536",30494,2,68,413,1,0
"50537",30495,1,79,6651,1,0
"50538",30496,1,68,6653,1,1
"50539",30496,2,73,7461,1,1
"50540",30496,3,77,6304,1,1
"50541",30496,4,82,0,0,0
"50542",30497,1,77,6677,1,1
"50543",30497,2,86,7033,1,0
"50544",30498,1,73,19263,1,1
"50545",30498,2,85,18021,1,0
"50546",30500,1,68,1383,1,1
"50547",30500,2,71,1229,1,1
"50548",30500,3,75,1261,1,0
"50549",30501,1,70,2620,1,1
"50550",30501,2,89,2376,1,0
"50551",30502,1,103,4467,1,0
"50552",30503,1,70,7428,1,0
"50553",30504,1,86,1733,1,1
"50554",30504,2,95,1450,1,0
"50555",30505,1,87,7331,1,0
"50556",30507,1,71,2000,1,1
"50557",30507,2,74,2483,1,0
"50558",30508,1,68,483,1,0
"50559",30509,1,70,2024,1,0
"50560",30510,1,78,9582,1,0
"50561",30511,1,73,2547,1,1
"50562",30511,2,80,2531,1,0
"50563",30512,1,89,8894,1,0
"50564",30513,1,67,575,1,0
"50565",30514,1,85,3185,1,0
"50566",30515,1,70,9565,1,0
"50567",30516,1,67,3585,1,1
"50568",30516,2,69,3551,1,1
"50569",30516,3,73,3163,1,0
"50570",30517,1,86,1705,1,0
"50571",30518,1,71,2354,1,0
"50572",30519,1,67,282,1,0
"50573",30521,1,68,3098,1,0
"50574",30522,1,80,2149,1,0
"50575",30524,1,78,1731,1,0
"50576",30525,1,66,254,1,0
"50577",30526,1,67,262,1,1
"50578",30526,2,71,233,1,0
"50579",30527,1,89,5746,1,0
"50580",30528,1,71,580,1,0
"50581",30529,1,91,1271,1,0
"50582",30530,1,68,2373,1,0
"50583",30531,1,74,3000,1,1
"50584",30531,2,82,3082,1,0
"50585",30532,1,75,2447,1,0
"50586",30533,1,70,3000,1,0
"50587",30534,1,71,8152,1,1
"50588",30534,2,77,8406,1,0
"50589",30535,1,82,3299,1,0
"50590",30536,1,77,5435,1,0
"50591",30537,1,70,657,1,0
"50592",30538,1,99,7652,1,0
"50593",30539,1,70,4549,1,1
"50594",30539,2,77,5701,1,0
"50595",30540,1,69,4350,1,1
"50596",30540,2,75,4491,1,1
"50597",30540,3,85,4257,1,1
"50598",30540,4,88,0,0,0
"50599",30541,1,68,119,1,0
"50600",30542,1,72,1284,1,0
"50601",30543,1,66,295,1,1
"50602",30543,2,67,310,1,0
"50603",30544,1,72,19435,1,1
"50604",30544,2,84,18364,1,0
"50605",30545,1,69,484,1,1
"50606",30545,2,72,430,1,0
"50607",30546,1,72,4686,1,0
"50608",30547,1,67,22527,1,1
"50609",30547,2,68,20205,1,0
"50610",30548,1,71,6216,1,1
"50611",30548,2,76,7860,1,0
"50612",30549,1,71,3944,1,1
"50613",30549,2,75,3751,1,0
"50614",30550,1,78,1196,1,0
"50615",30551,1,96,7162,1,0
"50616",30552,1,72,10765,1,1
"50617",30552,2,81,8687,1,1
"50618",30552,3,92,9030,1,1
"50619",30552,4,97,0,0,0
"50620",30553,1,83,7852,1,0
"50621",30554,1,83,9384,1,0
"50622",30555,1,86,3000,1,0
"50623",30556,1,67,1148,1,1
"50624",30556,2,69,1180,1,1
"50625",30556,3,70,1173,1,0
"50626",30557,1,70,1000,1,0
"50627",30558,1,70,547,1,0
"50628",30559,1,75,593,1,0
"50629",30560,1,68,777,1,0
"50630",30561,1,70,2460,1,1
"50631",30561,2,74,2711,1,0
"50632",30562,1,79,2000,1,0
"50633",30563,1,78,4920,1,1
"50634",30563,2,97,6821,1,0
"50635",30564,1,91,5094,1,0
"50636",30565,1,67,2167,1,0
"50637",30566,1,80,5765,1,1
"50638",30566,2,103,8035,1,0
"50639",30567,1,76,3269,1,0
"50640",30568,1,86,3000,1,0
"50641",30571,1,76,10165,1,1
"50642",30571,2,105,8568,1,0
"50643",30572,1,70,10666,1,0
"50644",30573,1,77,1401,1,0
"50645",30574,1,76,1777,1,1
"50646",30574,2,85,2000,1,0
"50647",30575,1,72,1178,1,0
"50648",30576,1,79,1483,1,0
"50649",30577,1,75,2572,1,0
"50650",30578,1,76,1534,1,0
"50651",30579,1,90,9982,1,1
"50652",30579,2,108,8969,1,0
"50653",30580,1,82,5783,1,1
"50654",30580,2,93,6321,1,0
"50655",30581,1,66,270,1,0
"50656",30582,1,69,5000,1,1
"50657",30582,2,76,5527,1,0
"50658",30583,1,80,8927,1,0
"50659",30584,1,66,302,1,0
"50660",30585,1,79,2412,1,0
"50661",30586,1,77,3000,1,0
"50662",30587,1,74,2901,1,0
"50663",30588,1,75,4346,1,0
"50664",30589,1,69,3148,1,0
"50665",30590,1,88,2182,1,0
"50666",30592,1,72,7215,1,1
"50667",30592,2,77,6640,1,0
"50668",30593,1,76,11759,1,1
"50669",30593,2,100,13042,1,0
"50670",30594,1,70,665,1,0
"50671",30595,1,68,1023,1,0
"50672",30596,1,66,95,1,0
"50673",30597,1,69,453,1,0
"50674",30598,1,79,9543,1,0
"50675",30599,1,66,2189,1,1
"50676",30599,2,68,2000,1,0
"50677",30600,1,77,3161,1,0
"50678",30601,1,67,17946,1,1
"50679",30601,2,70,17068,1,1
"50680",30601,3,73,16930,1,1
"50681",30601,4,76,0,0,0
"50682",30602,1,112,4064,1,0
"50683",30603,1,81,9341,1,0
"50684",30604,1,66,240,1,0
"50685",30605,1,69,579,1,1
"50686",30605,2,72,627,1,0
"50687",30607,1,74,1260,1,0
"50688",30608,1,66,451,1,0
"50689",30609,1,87,5462,1,0
"50690",30610,1,68,4433,1,1
"50691",30610,2,70,2158,1,0
"50692",30611,1,89,5000,1,1
"50693",30611,2,106,5270,1,0
"50694",30612,1,69,2510,1,0
"50695",30613,1,72,1146,1,0
"50696",30614,1,73,696,1,0
"50697",30615,1,75,91184,1,1
"50698",30615,2,88,88277,1,0
"50699",30616,1,67,5502,1,1
"50700",30616,2,68,5905,1,1
"50701",30616,3,71,5355,1,1
"50702",30616,4,72,-8513,0,0
"50703",30617,1,66,209,1,0
"50704",30619,1,81,4225,1,1
"50705",30619,2,97,4110,1,0
"50706",30620,1,67,1000,1,0
"50707",30621,1,79,4672,1,0
"50708",30622,1,84,3092,1,0
"50709",30623,1,69,7901,1,0
"50710",30624,1,80,2000,1,0
"50711",30625,1,70,1529,1,1
"50712",30625,2,75,1850,1,0
"50713",30626,1,68,345,1,0
"50714",30627,1,77,2414,1,0
"50715",30628,1,66,7714,1,1
"50716",30628,2,67,7173,1,0
"50717",30629,1,66,507,1,0
"50718",30630,1,70,1212,1,1
"50719",30630,2,74,1410,1,1
"50720",30630,3,79,2000,1,1
"50721",30630,4,80,0,0,0
"50722",30632,1,84,5687,1,0
"50723",30633,1,75,2335,1,1
"50724",30633,2,79,2458,1,1
"50725",30633,3,84,2882,1,0
"50726",30634,1,71,2738,1,0
"50727",30635,1,66,2538,1,1
"50728",30635,2,67,2567,1,1
"50729",30635,3,68,57619,1,1
"50730",30635,4,71,0,0,0
"50731",30636,1,71,5455,1,1
"50732",30636,2,75,5609,1,0
"50733",30637,1,67,1919,1,0
"50734",30638,1,67,71,1,0
"50735",30639,1,86,9655,1,0
"50736",30640,1,80,2157,1,0
"50737",30641,1,73,1569,1,1
"50738",30641,2,91,1474,1,0
"50739",30642,1,72,4398,1,0
"50740",30643,1,71,5640,1,1
"50741",30643,2,77,4566,1,0
"50742",30644,1,68,1791,1,1
"50743",30644,2,72,1841,1,1
"50744",30644,3,75,1771,1,0
"50745",30645,1,75,3236,1,0
"50746",30646,1,69,624,1,1
"50747",30646,2,73,689,1,0
"50748",30647,1,75,1227,1,0
"50749",30648,1,70,1646,1,0
"50750",30649,1,66,2122,1,0
"50751",30650,1,67,753,1,0
"50752",30651,1,73,3382,1,1
"50753",30651,2,77,3901,1,0
"50754",30652,1,70,2000,1,1
"50755",30652,2,75,2039,1,0
"50756",30653,1,70,1189,1,1
"50757",30653,2,73,1254,1,0
"50758",30654,1,67,1137,1,0
"50759",30655,1,70,1225,1,1
"50760",30655,2,73,1179,1,0
"50761",30656,1,69,1261,1,1
"50762",30656,2,70,1430,1,0
"50763",30657,1,76,2262,1,0
"50764",30658,1,73,2229,1,1
"50765",30658,2,79,2422,1,1
"50766",30658,3,86,2381,1,1
"50767",30658,4,90,71729,1,1
"50768",30658,5,92,10394,1,0
"50769",30659,1,81,3003,1,0
"50770",30660,1,78,1278,1,0
"50771",30661,1,71,1648,1,0
"50772",30662,1,66,322,1,0
"50773",30663,1,76,2000,1,0
"50774",30664,1,70,2000,1,0
"50775",30665,1,68,22663,1,1
"50776",30665,2,71,23635,1,0
"50777",30666,1,73,1683,1,1
"50778",30666,2,80,1725,1,0
"50779",30667,1,90,3553,1,0
"50780",30668,1,70,4882,1,1
"50781",30668,2,73,4106,1,0
"50782",30670,1,69,4016,1,0
"50783",30671,1,69,2036,1,1
"50784",30671,2,70,2237,1,0
"50785",30672,1,73,13230,1,1
"50786",30672,2,77,13239,1,1
"50787",30672,3,84,9600,1,1
"50788",30672,4,89,0,0,0
"50789",30672,5,101,0,0,1
"50790",30672,6,102,4285,1,0
"50791",30673,1,72,8836,1,1
"50792",30673,2,89,10005,1,0
"50793",30674,1,77,1107,1,0
"50794",30675,1,70,1753,1,1
"50795",30675,2,80,2135,1,0
"50796",30676,1,79,1947,1,1
"50797",30676,2,103,2071,1,1
"50798",30676,3,116,2039,1,0
"50799",30677,1,76,754,1,0
"50800",30678,1,74,6102,1,1
"50801",30678,2,81,7779,1,0
"50802",30679,1,69,586,1,0
"50803",30680,1,78,7690,1,0
"50804",30681,1,67,611,1,1
"50805",30681,2,68,604,1,1
"50806",30681,3,71,662,1,1
"50807",30681,4,74,692,1,1
"50808",30681,5,76,640,1,1
"50809",30681,6,80,721,1,1
"50810",30681,7,83,598,1,1
"50811",30681,8,85,35668,1,1
"50812",30681,9,86,4699,1,0
"50813",30682,1,77,2000,1,1
"50814",30682,2,81,2171,1,1
"50815",30682,3,92,1770,1,0
"50816",30683,1,76,11758,1,1
"50817",30683,2,87,9640,1,0
"50818",30684,1,71,397,1,0
"50819",30685,1,92,6056,1,0
"50820",30686,1,84,2261,1,1
"50821",30686,2,91,2627,1,0
"50822",30687,1,67,3000,1,0
"50823",30688,1,75,738,1,0
"50824",30689,1,75,15000,1,1
"50825",30689,2,83,12689,1,0
"50826",30690,1,88,11324,1,0
"50827",30691,1,73,1000,1,0
"50828",30692,1,69,9431,1,1
"50829",30692,2,80,11254,1,1
"50830",30692,3,87,-18064,0,1
"50831",30692,4,92,9073,1,1
"50832",30692,5,97,0,0,0
"50833",30693,1,73,46556,1,1
"50834",30693,2,84,54949,1,0
"50835",30694,1,71,526,1,0
"50836",30695,1,74,2649,1,0
"50837",30697,1,74,2039,1,0
"50838",30698,1,90,10906,1,1
"50839",30698,2,99,10187,1,0
"50840",30700,1,87,2123,1,0
"50841",30701,1,82,3000,1,0
"50842",30702,1,67,371,1,0
"50843",30703,1,71,3167,1,1
"50844",30703,2,80,3236,1,0
"50845",30704,1,82,2124,1,1
"50846",30704,2,96,2267,1,0
"50847",30705,1,70,1278,1,1
"50848",30705,2,78,1539,1,0
"50849",30706,1,71,2000,1,1
"50850",30706,2,76,1592,1,1
"50851",30706,3,80,1490,1,1
"50852",30706,4,87,42058,1,1
"50853",30706,5,89,2786,1,0
"50854",30707,1,85,7850,1,1
"50855",30707,2,98,7995,1,0
"50856",30708,1,68,1743,1,1
"50857",30708,2,72,1594,1,0
"50858",30709,1,67,162,1,0
"50859",30710,1,67,70,1,0
"50860",30711,1,75,5000,1,0
"50861",30712,1,66,352,1,0
"50862",30713,1,69,1000,1,0
"50863",30714,1,70,1082,1,1
"50864",30714,2,73,1072,1,0
"50865",30715,1,85,8296,1,0
"50866",30716,1,75,1538,1,1
"50867",30716,2,85,2000,1,1
"50868",30716,3,95,1907,1,1
"50869",30716,4,96,0,0,0
"50870",30717,1,70,678,1,0
"50871",30718,1,73,3414,1,1
"50872",30718,2,82,3827,1,0
"50873",30719,1,69,631,1,1
"50874",30719,2,72,430,1,0
"50875",30720,1,68,2981,1,1
"50876",30720,2,70,2574,1,0
"50877",30721,1,68,2661,1,1
"50878",30721,2,75,3264,1,1
"50879",30721,3,80,3109,1,0
"50880",30722,1,77,1395,1,0
"50881",30723,1,91,3000,1,0
"50882",30724,1,71,8586,1,0
"50883",30725,1,68,33742,1,1
"50884",30725,2,69,29395,1,1
"50885",30725,3,75,27802,1,1
"50886",30725,4,79,0,0,0
"50887",30726,1,80,3289,1,0
"50888",30727,1,72,3006,1,0
"50889",30728,1,75,1000,1,0
"50890",30729,1,68,606,1,0
"50891",30731,1,76,3000,1,1
"50892",30731,2,90,3422,1,1
"50893",30731,3,102,-6174,0,1
"50894",30731,4,107,3000,1,0
"50895",30732,1,81,2000,1,0
"50896",30733,1,84,4227,1,0
"50897",30734,1,71,1299,1,1
"50898",30734,2,75,1409,1,1
"50899",30734,3,83,1676,1,1
"50900",30734,4,88,-3095,0,1
"50901",30734,5,90,0,0,0
"50902",30735,1,69,1585,1,0
"50903",30736,1,77,10000,1,0
"50904",30737,1,69,11677,1,1
"50905",30737,2,70,7288,1,1
"50906",30737,3,72,10877,1,0
"50907",30738,1,67,1000,1,1
"50908",30738,2,70,661,1,0
"50909",30739,1,66,382,1,0
"50910",30740,1,69,1369,1,1
"50911",30740,2,74,1317,1,1
"50912",30740,3,76,965,1,1
"50913",30740,4,82,1132,1,1
"50914",30740,5,85,1112,1,1
"50915",30740,6,89,1281,1,1
"50916",30740,7,92,90484,1,1
"50917",30740,8,94,6189,1,0
"50918",30741,1,86,2081,1,0
"50919",30742,1,77,1774,1,0
"50920",30743,1,69,706,1,1
"50921",30743,2,75,1000,1,0
"50922",30744,1,111,8799,1,0
"50923",30745,1,73,1237,1,1
"50924",30745,2,80,1089,1,1
"50925",30745,3,89,1318,1,0
"50926",30746,1,75,1695,1,0
"50927",30747,1,76,4159,1,0
"50928",30748,1,81,6695,1,1
"50929",30748,2,95,8288,1,0
"50930",30749,1,67,2000,1,1
"50931",30749,2,68,2000,1,1
"50932",30749,3,70,1515,1,0
"50933",30750,1,71,665,1,1
"50934",30750,2,78,700,1,0
"50935",30753,1,80,42318,1,1
"50936",30753,2,92,45212,1,1
"50937",30753,3,109,46622,1,0
"50938",30754,1,72,1000,1,0
"50939",30755,1,68,273,1,0
"50940",30756,1,75,1625,1,1
"50941",30756,2,85,1621,1,1
"50942",30756,3,95,1844,1,0
"50943",30757,1,80,3093,1,1
"50944",30757,2,96,3226,1,1
"50945",30757,3,102,4097,1,0
"50946",30758,1,73,589,1,0
"50947",30759,1,75,2390,1,0
"50948",30760,1,68,1276,1,1
"50949",30760,2,73,1257,1,1
"50950",30760,3,77,1587,1,0
"50951",30761,1,77,2064,1,0
"50952",30762,1,66,3000,1,1
"50953",30762,2,70,2717,1,1
"50954",30762,3,73,4353,1,1
"50955",30762,4,78,0,0,0
"50956",30763,1,67,2136,1,1
"50957",30763,2,69,2228,1,0
"50958",30764,1,72,1719,1,1
"50959",30764,2,79,2011,1,1
"50960",30764,3,87,-2689,0,1
"50961",30764,4,91,2112,1,0
"50962",30765,1,81,761,1,1
"50963",30765,2,90,659,1,0
"50964",30766,1,73,1719,1,1
"50965",30766,2,88,1609,1,1
"50966",30766,3,97,19604,1,1
"50967",30766,4,99,1764,1,1
"50968",30766,5,102,0,0,0
"50969",30767,1,67,734,1,1
"50970",30767,2,70,866,1,1
"50971",30767,3,72,9818,1,1
"50972",30767,4,73,595,1,1
"50973",30767,5,77,0,0,0
"50974",30769,1,72,2412,1,1
"50975",30769,2,77,2420,1,0
"50976",30770,1,71,3258,1,0
"50977",30771,1,81,1751,1,0
"50978",30772,1,68,2461,1,1
"50979",30772,2,72,2995,1,1
"50980",30772,3,76,2208,1,0
"50981",30773,1,68,1972,1,1
"50982",30773,2,72,1634,1,0
"50983",30774,1,66,818,1,0
"50984",30775,1,70,21480,1,1
"50985",30775,2,75,18405,1,0
"50986",30776,1,67,857,1,1
"50987",30776,2,69,404,1,1
"50988",30776,3,70,432,1,1
"50989",30776,4,71,436,1,1
"50990",30776,5,73,484,1,1
"50991",30776,6,74,487,1,1
"50992",30776,7,75,445,1,1
"50993",30776,8,77,433,1,1
"50994",30776,9,78,428,1,1
"50995",30776,10,79,537,1,1
"50996",30776,11,80,39982,1,1
"50997",30776,12,81,3576,1,0
"50998",30777,1,68,984,1,0
"50999",30778,1,68,1207,1,1
"51000",30778,2,70,1122,1,1
"51001",30778,3,71,1253,1,0
"51002",30779,1,82,4483,1,0
"51003",30780,1,66,141,1,0
"51004",30781,1,67,5096,1,1
"51005",30781,2,68,2708,1,0
"51006",30782,1,71,2854,1,1
"51007",30782,2,80,2758,1,1
"51008",30782,3,87,3178,1,0
